location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,ipc_phase,ipc_type,population_in_phase,population_fraction_in_phase,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#adm+level,#severity+v_ipc,#period+v_ipc,#affected+num,#affected+pct,#date+start,#date+end
PSE,False,True,,Rafah Governorate,PS02,Gaza Strip,PS0275,Rafah,2,5,first projection,8840,0.2,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,all,current,1665702,1.0,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,3+,current,1415847,0.85,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,1,current,0,0.0,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,2,current,249855,0.15,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,3,current,832851,0.5,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,4,current,499711,0.3,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,5,current,83285,0.05,2024-09-01,2024-10-31
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,all,first projection,1665702,1.0,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,3+,first projection,1499132,0.9,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,1,first projection,0,0.0,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,2,first projection,166570,0.1,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,3,first projection,582996,0.35,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,4,first projection,666281,0.4,2024-11-01,2025-04-30
PSE,False,True,,Deir al Balah & Khan Younis Governorates,,,,,2,5,first projection,249855,0.15,2024-11-01,2025-04-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,all,current,300000,1.0,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,3+,current,300000,1.0,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,1,current,0,0.0,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,2,current,0,0.0,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,3,current,105000,0.35,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,4,current,135000,0.45,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,5,current,60000,0.2,2024-05-01,2024-06-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,all,first projection,300000,1.0,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,3+,first projection,300000,1.0,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,1,first projection,0,0.0,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,2,first projection,0,0.0,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,3,first projection,75000,0.25,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,4,first projection,150000,0.5,2024-06-01,2024-09-30
PSE,False,True,,North Gaza,PS02,Gaza Strip,PS0255,North Gaza,2,5,first projection,75000,0.25,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,all,current,200000,1.0,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,3+,current,170000,0.85,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,1,current,10000,0.05,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,2,current,20000,0.1,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,3,current,80000,0.4,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,4,current,70000,0.35,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,5,current,20000,0.1,2024-05-01,2024-06-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,all,first projection,200000,1.0,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,3+,first projection,190000,0.95,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,1,first projection,0,0.0,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,2,first projection,10000,0.05,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,3,first projection,50000,0.25,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,4,first projection,70000,0.35,2024-06-01,2024-09-30
PSE,False,True,,Rafah,PS02,Gaza Strip,PS0275,Rafah,2,5,first projection,70000,0.35,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,all,current,1751457,1.0,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,3+,current,1663884,0.95,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,1,current,0,0.0,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,2,current,87573,0.05,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,3,current,963301,0.55,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,4,current,437864,0.25,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,5,current,262719,0.15,2024-05-01,2024-06-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,all,first projection,1751457,1.0,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,3+,first projection,1663884,0.95,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,1,first projection,0,0.0,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,2,first projection,87573,0.05,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,3,first projection,788156,0.45,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,4,first projection,525437,0.3,2024-06-01,2024-09-30
PSE,False,True,,Deir Al-Balah,PS02,Gaza Strip,PS0265,Deir Al-Balah,2,5,first projection,350291,0.2,2024-06-01,2024-09-30
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,all,current,600000,1.0,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,3+,current,570000,0.95,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,1,current,0,0.0,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,2,current,30000,0.05,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,3,current,120000,0.2,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,4,current,270000,0.45,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,5,current,180000,0.3,2024-02-01,2024-03-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,all,first projection,600000,1.0,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,3+,first projection,600000,1.0,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,1,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,2,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,3,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,4,first projection,300000,0.5,2024-03-01,2024-07-31
PSE,False,True,,Deir al-balah & khan younis governorates,,,,,2,5,first projection,300000,0.5,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,all,current,300000,1.0,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,3+,current,300000,1.0,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,1,current,0,0.0,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,2,current,0,0.0,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,3,current,60000,0.2,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,4,current,75000,0.25,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,5,current,165000,0.55,2024-02-01,2024-03-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,all,first projection,300000,1.0,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,3+,first projection,300000,1.0,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,1,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,2,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,3,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,4,first projection,90000,0.3,2024-03-01,2024-07-31
PSE,False,True,,North gaza & gaza governorates,,,,,2,5,first projection,210000,0.7,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,all,current,1326544,1.0,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,3+,current,1260217,0.95,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,1,current,0,0.0,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,2,current,66327,0.05,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,3,current,397963,0.3,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,4,current,530618,0.4,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,5,current,331636,0.25,2024-02-01,2024-03-31
PSE,False,True,,Rafah governorate,,,,,2,all,first projection,1326544,1.0,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,3+,first projection,1326544,1.0,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,1,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,2,first projection,0,0.0,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,3,first projection,265309,0.2,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,4,first projection,464290,0.35,2024-03-01,2024-07-31
PSE,False,True,,Rafah governorate,,,,,2,5,first projection,596945,0.45,2024-03-01,2024-07-31
PSE,False,True,,Northern Governorates,,,,,2,all,current,600000,1.0,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,3+,current,570000,0.95,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,1,current,0,0.0,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,2,current,30000,0.05,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,3,current,180000,0.3,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,4,current,240000,0.4,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,5,current,150000,0.25,2023-11-01,2023-12-31
PSE,False,True,,Northern Governorates,,,,,2,all,first projection,500000,1.0,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,3+,first projection,500000,1.0,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,1,first projection,0,0.0,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,2,first projection,0,0.0,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,3,first projection,125000,0.25,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,4,first projection,225000,0.45,2023-12-01,2024-02-29
PSE,False,True,,Northern Governorates,,,,,2,5,first projection,150000,0.3,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,all,current,333982,1.0,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,3+,current,284400,0.85,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,1,current,0,0.0,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,2,current,50100,0.15,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,3,current,133600,0.4,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,4,current,116900,0.35,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,5,current,33900,0.1,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorates,,,,,2,all,first projection,50000,1.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,3+,first projection,47500,0.95,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,1,first projection,0,0.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,2,first projection,2500,0.05,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,3,first projection,17500,0.35,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,4,first projection,22500,0.45,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorates,,,,,2,5,first projection,7500,0.15,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,all,current,1292562,1.0,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,3+,current,1228000,0.95,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,1,current,0,0.0,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,2,current,64600,0.05,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,3,current,452400,0.35,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,4,current,581700,0.45,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,5,current,193900,0.15,2023-11-01,2023-12-31
PSE,False,True,,Southern Governorate IDPs,,,,,2,all,first projection,1676544,1.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,3+,first projection,1676500,1.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,1,first projection,0,0.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,2,first projection,0,0.0,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,3,first projection,335300,0.2,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,4,first projection,922100,0.55,2023-12-01,2024-02-29
PSE,False,True,,Southern Governorate IDPs,,,,,2,5,first projection,419100,0.25,2023-12-01,2024-02-29
